loan_status,loan_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,desc,purpose,debt_to_income_ratio,derog_pub_rec,mean_fico_scores,grade
Charged Off,10000,60 months,9.99,212.43,10 +,MORTGAGE,197004,Verified,0,1,home_improvement,15.54,0,737,B
Fully Paid,8000,36 months,5.79,242.62,7,MORTGAGE,60000,Not Verified,0,1,major_purchase,2.9,0,807,A
Fully Paid,11400,60 months,16.32,279.17,3,RENT,145000,Verified,0,1,debt_consolidation,16.93,0,667,E
Fully Paid,15000,36 months,6.54,316.64,4,MORTGAGE,80000,Verified,0,0,debt_consolidation,9.24,0,762,A
Fully Paid,10400,36 months,6.17,297.37,4,RENT,51000,Verified,0,1,debt_consolidation,17.67,0,757,A
Fully Paid,13200,60 months,12.98,300.21,10 +,MORTGAGE,72000,Source Verified,0,0,home_improvement,8.88,0,707,C
Charged Off,3700,60 months,9.99,78.6,More than 1,MORTGAGE,62000,Verified,0,1,vacation,10.59,0,732,B
Fully Paid,20000,36 months,6.54,62.87,10 +,MORTGAGE,69000,Verified,0,1,debt_consolidation,20.96,0,757,A
Fully Paid,9250,36 months,9.99,298.43,unknown,RENT,29736,Verified,0,0,moving,20.58,1,702,B
Fully Paid,1600,60 months,15.95,38.87,4,RENT,48000,Source Verified,0,0,debt_consolidation,8.22,0,662,E
Fully Paid,4500,36 months,12.98,151.58,More than 1,OWN,13200,Source Verified,0,0,major_purchase,7.27,0,692,C
Fully Paid,10000,36 months,5.42,230.73,5,RENT,55000,Verified,0,1,home_improvement,22.78,0,782,A
Fully Paid,10000,60 months,9.62,145.85,10 +,MORTGAGE,65000,Source Verified,0,1,car,18.68,0,737,B
Fully Paid,18000,60 months,18.91,293.87,More than 1,RENT,125000,Source Verified,0,1,debt_consolidation,13.89,0,662,F
Fully Paid,25000,60 months,20.77,462.43,3,MORTGAGE,105000,Verified,0,0,debt_consolidation,17.59,0,677,G
Charged Off,25000,60 months,20.77,428.77,6,MORTGAGE,120000,Verified,0,1,debt_consolidation,9.5,0,667,G
Fully Paid,7000,36 months,10.36,227.06,10 +,RENT,60000,Verified,0,0,major_purchase,13.94,0,692,B
Fully Paid,4800,36 months,12.98,161.69,More than 1,RENT,48000,Not Verified,0,0,debt_consolidation,5.88,0,702,C
Fully Paid,25000,60 months,16.69,396.84,10 +,MORTGAGE,275000,Source Verified,0,0,major_purchase,9.51,0,702,E
Fully Paid,25000,60 months,13.35,390.43,6,MORTGAGE,98000,Source Verified,0,1,credit_card,15.18,0,757,C
Fully Paid,7100,36 months,9.25,226.61,10 +,MORTGAGE,75000,Source Verified,0,1,home_improvement,7.25,0,702,B
Fully Paid,3000,36 months,13.72,102.13,unknown,RENT,25716.72,Not Verified,0,1,debt_consolidation,7.89,1,677,C
Fully Paid,3000,36 months,6.17,91.5,10 +,MORTGAGE,80000,Not Verified,0,0,major_purchase,1.33,0,772,A
Fully Paid,4000,36 months,13.35,135.46,3,MORTGAGE,128400,Not Verified,0,0,major_purchase,8.65,0,757,C
Fully Paid,20000,36 months,13.35,677.26,10 +,MORTGAGE,109920,Verified,0,1,debt_consolidation,15.68,0,712,C
Fully Paid,1000,36 months,9.62,32.09,3,RENT,42000,Not Verified,0,1,moving,11.31,0,697,B
Fully Paid,15000,60 months,16.32,341.01,More than 1,RENT,82000,Verified,0,0,debt_consolidation,9.31,0,687,E
Fully Paid,17500,36 months,9.25,352.68,unknown,RENT,59000,Not Verified,0,1,debt_consolidation,6.04,0,757,B
Charged Off,8000,60 months,14.46,188.06,2,RENT,29100,Source Verified,0,0,major_purchase,2,0,692,D
Fully Paid,7000,36 months,6.54,136.47,10 +,RENT,78000,Source Verified,0,0,debt_consolidation,11.58,0,722,A
Fully Paid,13200,60 months,18.17,265.06,10 +,MORTGAGE,52000,Verified,0,1,major_purchase,16.13,0,662,F
Fully Paid,10000,36 months,6.54,187.84,5,MORTGAGE,110000,Not Verified,0,1,debt_consolidation,15.7,0,732,A
Fully Paid,6000,36 months,6.17,183,3,RENT,39184,Verified,0,1,credit_card,23,0,742,A
Fully Paid,10000,36 months,6.91,199.67,10 +,MORTGAGE,45000,Verified,0,1,small_business,2,0,772,A
Fully Paid,12000,36 months,10.36,389.24,unknown,MORTGAGE,110004,Verified,0,0,home_improvement,0.71,0,717,B
Fully Paid,2500,36 months,9.99,80.66,4,MORTGAGE,100000,Source Verified,0,1,home_improvement,11.92,0,687,B
Fully Paid,8000,36 months,6.17,148.69,unknown,RENT,35000,Source Verified,0,1,debt_consolidation,7.2,0,742,A
Fully Paid,6000,36 months,13.35,203.18,10 +,MORTGAGE,102000,Verified,0,0,credit_card,18.75,0,762,C
Fully Paid,4000,36 months,8.88,126.98,3,RENT,42000,Verified,0,1,debt_consolidation,13.51,0,712,B
Fully Paid,5000,36 months,5.79,105.39,unknown,OWN,20000,Not Verified,0,1,debt_consolidation,6.06,0,747,A
Fully Paid,24000,60 months,17.8,384.97,10 +,MORTGAGE,66000,Verified,0,1,debt_consolidation,17.05,0,697,F
Fully Paid,6000,36 months,15.95,210.8,2,RENT,60000,Source Verified,0,0,debt_consolidation,13.54,0,672,E
Fully Paid,3600,36 months,14.09,123.2,unknown,RENT,24996,Verified,0,0,debt_consolidation,7.11,0,687,D
Fully Paid,10000,60 months,12.98,181.38,10 +,RENT,68640,Not Verified,0,1,debt_consolidation,13.13,0,707,C
Fully Paid,12000,36 months,10.36,333.29,More than 1,RENT,30000,Source Verified,0,0,credit_card,10.2,0,717,B
Fully Paid,12500,60 months,9.62,251.68,5,RENT,52000,Not Verified,0,0,car,11.84,0,797,B
Charged Off,5600,36 months,14.46,192.65,unknown,RENT,30000,Not Verified,0,0,debt_consolidation,16.36,0,672,D
Fully Paid,3000,36 months,8.88,95.24,10 +,MORTGAGE,91200,Not Verified,0,1,major_purchase,14.12,0,727,B
Fully Paid,20000,36 months,6.91,94.05,5,MORTGAGE,90000,Verified,0,1,credit_card,15.4,0,732,A
Fully Paid,10000,60 months,15.95,242.92,4,MORTGAGE,117000,Source Verified,0,1,other,5.61,0,667,E
Fully Paid,8000,36 months,9.25,255.33,5,RENT,33996,Verified,0,0,debt_consolidation,22.2,0,712,B
Fully Paid,9600,36 months,14.09,328.53,8,OWN,51996,Not Verified,0,0,other,20.75,0,672,D
Charged Off,4500,60 months,13.35,103.2,10 +,MORTGAGE,64800,Verified,0,0,credit_card,12.91,1,702,C
Fully Paid,7000,36 months,8.88,222.21,3,RENT,35000,Source Verified,0,1,small_business,11.83,0,752,B
Fully Paid,11200,36 months,10.36,358.43,8,RENT,72000,Not Verified,0,1,debt_consolidation,18.45,0,707,B
Fully Paid,3000,36 months,5.79,90.99,2,MORTGAGE,45000,Not Verified,0,1,home_improvement,7.79,0,777,A
Fully Paid,12000,36 months,12.23,399.9,More than 1,MORTGAGE,40500,Not Verified,0,1,debt_consolidation,13.96,0,687,C
Fully Paid,8000,36 months,10.36,259.5,5,MORTGAGE,45000,Not Verified,0,1,debt_consolidation,18.45,0,687,B
Fully Paid,10000,36 months,5.79,188.03,6,MORTGAGE,75000,Source Verified,0,1,debt_consolidation,18.67,0,757,A
Fully Paid,9200,36 months,5.79,172.87,3,MORTGAGE,110000,Not Verified,0,1,debt_consolidation,13.05,0,752,A
Fully Paid,14000,36 months,6.91,68.62,10 +,RENT,52000,Not Verified,0,1,debt_consolidation,16.43,0,732,A
Fully Paid,3500,36 months,5.42,105.56,10 +,MORTGAGE,72000,Verified,0,1,major_purchase,7.43,0,782,A
Fully Paid,2200,36 months,5.42,66.36,2,OWN,55000,Not Verified,0,0,wedding,12.04,0,792,A
Fully Paid,18000,60 months,9.99,268.72,5,MORTGAGE,110004,Verified,0,1,major_purchase,0.33,0,762,B
Fully Paid,15000,60 months,17.8,379.28,4,MORTGAGE,106000,Not Verified,0,1,house,7.46,0,667,F
Charged Off,24250,60 months,12.61,338.88,unknown,MORTGAGE,50000,Source Verified,0,0,debt_consolidation,11.16,0,737,C
Fully Paid,5200,36 months,5.42,156.84,8,MORTGAGE,48000,Source Verified,0,0,car,4.45,0,782,A
Charged Off,10000,60 months,17.43,250.85,More than 1,RENT,90000,Source Verified,0,1,moving,11.95,1,682,E
Fully Paid,6000,36 months,5.79,181.97,3,MORTGAGE,40000,Not Verified,0,1,debt_consolidation,7.89,0,767,A
Fully Paid,12000,36 months,6.91,229.73,unknown,RENT,84000,Verified,0,1,debt_consolidation,16.36,0,722,A
Fully Paid,6000,36 months,5.79,181.97,10 +,MORTGAGE,86304,Not Verified,0,1,other,19.31,0,757,A
Fully Paid,7200,36 months,5.79,193.34,5,MORTGAGE,60000,Not Verified,0,1,car,3.98,0,762,A
Fully Paid,14000,36 months,12.61,469.09,9,RENT,68000,Verified,0,0,debt_consolidation,6.72,1,682,C
Fully Paid,16000,60 months,9.99,234.73,2,RENT,96000,Verified,0,0,wedding,7.83,0,752,B
Fully Paid,4750,36 months,14.83,164.27,4,MORTGAGE,25000,Verified,0,0,home_improvement,21.55,0,667,D
Fully Paid,8000,60 months,9.25,167.04,4,MORTGAGE,93000,Verified,0,0,debt_consolidation,10.74,0,812,B
Fully Paid,20000,60 months,9.99,265,3,MORTGAGE,80000,Verified,0,1,debt_consolidation,16.74,0,752,B
Fully Paid,13500,36 months,12.23,449.88,6,RENT,51000,Verified,0,1,debt_consolidation,19.88,0,692,C
Fully Paid,3500,36 months,9.99,112.92,7,RENT,55000,Source Verified,0,1,vacation,8.97,0,692,B
Fully Paid,8000,36 months,6.54,162.54,7,RENT,65000,Not Verified,0,1,debt_consolidation,12.04,0,737,A
Fully Paid,6000,60 months,15.57,144.55,9,MORTGAGE,50000,Source Verified,0,0,car,2.23,0,687,D
Fully Paid,8000,60 months,9.62,135.85,More than 1,MORTGAGE,128000,Not Verified,0,1,car,14.13,0,742,B
Charged Off,2500,36 months,12.23,83.32,7,MORTGAGE,40000,Verified,0,1,medical,12.48,0,677,C
Fully Paid,25000,36 months,10.36,549.8,10 +,MORTGAGE,140000,Source Verified,0,1,debt_consolidation,10.6,0,727,B
Fully Paid,5000,36 months,5.79,151.64,7,RENT,66240,Verified,0,1,other,9.18,0,752,A
Fully Paid,6000,36 months,10.36,194.62,2,RENT,70000,Not Verified,0,1,small_business,9.19,0,692,B
Fully Paid,11000,36 months,5.42,331.76,9,MORTGAGE,140000,Not Verified,0,1,debt_consolidation,8.93,0,792,A
Fully Paid,12500,36 months,8.88,396.8,More than 1,RENT,70004,Verified,0,1,debt_consolidation,20.71,0,722,B
Fully Paid,16000,36 months,6.54,101.97,4,MORTGAGE,100000,Verified,0,1,debt_consolidation,6.05,0,747,A
Fully Paid,12000,60 months,15.95,291.5,3,RENT,43000,Source Verified,0,1,debt_consolidation,22.47,0,672,E
Fully Paid,12800,60 months,16.69,315.99,10 +,MORTGAGE,119000,Verified,0,1,debt_consolidation,7.45,0,677,E
Fully Paid,5000,36 months,12.61,167.54,10 +,MORTGAGE,75000,Source Verified,0,1,other,8.8,0,677,C
Charged Off,10000,36 months,10.36,324.37,7,RENT,45600,Source Verified,0,1,credit_card,15.92,2,687,B
Fully Paid,21000,36 months,8.88,436.48,5,MORTGAGE,70000,Verified,0,1,debt_consolidation,13.23,0,727,B
Fully Paid,4000,36 months,12.98,134.74,More than 1,RENT,45000,Source Verified,0,0,debt_consolidation,5.76,0,682,C
Charged Off,2000,36 months,15.2,69.53,5,MORTGAGE,48000,Not Verified,0,1,home_improvement,16.23,0,677,D
Fully Paid,25000,36 months,10.36,501.15,5,MORTGAGE,80000,Source Verified,0,1,small_business,13.21,0,727,B
Fully Paid,10000,36 months,5.42,301.6,10 +,MORTGAGE,96060,Not Verified,0,1,home_improvement,9.83,0,782,A
Fully Paid,4000,36 months,9.99,129.05,8,MORTGAGE,54000,Verified,0,1,medical,5.31,0,692,B
Charged Off,1800,36 months,14.09,61.6,10 +,MORTGAGE,45600,Not Verified,0,0,major_purchase,16.5,0,667,D
Fully Paid,25000,36 months,9.25,502.69,3,RENT,96000,Source Verified,0,1,debt_consolidation,13.85,0,792,B
Charged Off,15000,60 months,19.66,394.58,unknown,MORTGAGE,55800,Verified,0,1,debt_consolidation,16.92,0,672,G
Fully Paid,5000,36 months,5.79,151.64,5,OWN,27996,Not Verified,0,1,major_purchase,7.97,0,757,A
Fully Paid,6400,36 months,13.35,216.73,More than 1,RENT,50000,Not Verified,0,1,debt_consolidation,11.5,0,672,C
Fully Paid,24000,60 months,9.62,315.91,10 +,MORTGAGE,56000,Verified,0,1,debt_consolidation,12.36,0,792,B
Fully Paid,4000,36 months,10.36,129.75,More than 1,RENT,30000,Not Verified,0,0,other,23.76,0,692,B
Fully Paid,9500,36 months,14.46,326.82,8,RENT,40000,Not Verified,0,1,debt_consolidation,9.9,0,662,D
Fully Paid,7600,36 months,12.23,253.27,7,MORTGAGE,51000,Verified,0,1,debt_consolidation,11.13,0,697,C
Fully Paid,10000,36 months,6.91,202.75,10 +,MORTGAGE,150996,Verified,0,0,debt_consolidation,4.55,0,712,A
Fully Paid,10500,36 months,13.35,355.56,unknown,RENT,30600,Verified,0,1,debt_consolidation,14.27,0,687,C
Charged Off,9800,36 months,12.23,326.58,unknown,RENT,25000,Verified,0,0,debt_consolidation,11.71,1,712,C
Fully Paid,14400,60 months,13.35,226.46,5,MORTGAGE,120000,Not Verified,0,1,credit_card,24.27,0,707,C
Fully Paid,1500,36 months,9.62,48.14,2,RENT,20004,Source Verified,0,0,other,16.86,0,712,B
Fully Paid,16000,60 months,6.17,215.96,8,MORTGAGE,59900,Verified,0,1,home_improvement,10.92,0,787,A
Charged Off,20000,36 months,8.88,385.69,6,RENT,60000,Source Verified,0,1,other,7.96,0,732,B
Charged Off,9600,60 months,10.36,162.83,10 +,MORTGAGE,80000,Not Verified,0,0,car,12.58,0,722,B
Fully Paid,5000,36 months,12.61,167.54,9,MORTGAGE,95000,Source Verified,0,1,vacation,20.64,0,682,C
Fully Paid,20000,60 months,12.61,359.74,5,RENT,55000,Verified,0,0,debt_consolidation,18.44,0,722,C
Fully Paid,9000,60 months,9.62,189.55,More than 1,RENT,30000,Source Verified,0,1,major_purchase,18.76,0,737,B
Fully Paid,4000,36 months,12.98,134.74,5,MORTGAGE,80000,Not Verified,0,0,medical,12.2,0,672,C
Fully Paid,6000,36 months,14.46,206.41,3,MORTGAGE,26500,Not Verified,0,0,small_business,5.93,1,677,D
Charged Off,25000,60 months,13.72,369.4,3,OWN,100000,Verified,0,0,small_business,21.1,0,732,C
Fully Paid,16000,60 months,18.17,407.78,5,MORTGAGE,65000,Not Verified,0,1,major_purchase,6.11,0,672,F
Fully Paid,3500,36 months,6.54,107.34,More than 1,MORTGAGE,48000,Source Verified,0,1,wedding,3.33,0,757,A
Fully Paid,1000,60 months,14.46,23.51,5,MORTGAGE,33276,Source Verified,0,0,other,11.86,0,677,D
Charged Off,5000,36 months,12.98,168.43,10 +,MORTGAGE,41000,Verified,0,1,debt_consolidation,9.8,0,717,C
Fully Paid,25000,36 months,9.25,517.85,10 +,MORTGAGE,85000,Verified,0,1,debt_consolidation,5.1,0,772,B
Fully Paid,20000,36 months,6.91,81.72,10 +,RENT,40000,Verified,0,1,credit_card,5.82,0,747,A
Fully Paid,2400,36 months,14.46,82.57,9,MORTGAGE,62400,Not Verified,0,1,other,20.92,0,677,D
Charged Off,24250,60 months,9.62,510.72,8,MORTGAGE,74496,Verified,0,1,debt_consolidation,12.45,0,722,B
Charged Off,16000,60 months,17.43,401.35,10 +,MORTGAGE,55000,Verified,0,0,credit_card,13.07,0,677,E
Fully Paid,4800,36 months,9.62,154.03,More than 1,RENT,86000,Source Verified,0,1,credit_card,12.57,0,697,B
Fully Paid,23000,60 months,10.36,341.19,10 +,MORTGAGE,120000,Verified,0,1,debt_consolidation,16.16,0,747,B
Fully Paid,14400,36 months,12.23,479.87,4,MORTGAGE,99996,Source Verified,0,1,major_purchase,3.71,0,692,C
Fully Paid,14000,60 months,10.36,299.95,9,RENT,61000,Verified,0,1,other,24.33,0,757,B
Charged Off,18000,36 months,14.46,619.23,8,RENT,48000,Source Verified,0,1,wedding,1.75,0,702,D
Fully Paid,4800,36 months,9.99,154.86,6,OWN,38272,Source Verified,0,0,major_purchase,11.19,0,692,B
Fully Paid,24000,36 months,6.91,138.77,2,MORTGAGE,92700,Verified,0,1,debt_consolidation,7.84,0,732,A
Fully Paid,5000,36 months,9.99,161.32,More than 1,RENT,140000,Source Verified,0,1,credit_card,5.47,0,707,B
Charged Off,8000,60 months,15.95,194.34,5,RENT,54000,Source Verified,0,1,debt_consolidation,20.16,0,667,E
Fully Paid,4000,36 months,12.98,134.74,More than 1,MORTGAGE,32400,Source Verified,0,1,debt_consolidation,2.15,0,702,C
Fully Paid,12000,60 months,9.99,232.61,More than 1,MORTGAGE,41880,Source Verified,0,0,debt_consolidation,9.37,0,722,B
Fully Paid,5000,36 months,15.57,174.73,8,RENT,60000,Source Verified,0,0,credit_card,17.22,0,682,D
Fully Paid,1800,36 months,9.25,57.45,unknown,RENT,75000,Not Verified,0,1,debt_consolidation,1.01,0,702,B
Fully Paid,22000,36 months,9.25,534.6,5,RENT,76597,Verified,0,0,debt_consolidation,19.9,0,717,B
Fully Paid,10000,36 months,6.17,194.44,2,MORTGAGE,45000,Verified,0,0,home_improvement,0.77,0,752,A
Fully Paid,11000,36 months,10.36,356.81,5,RENT,42000,Not Verified,0,0,debt_consolidation,17.54,0,702,B
Fully Paid,10000,36 months,5.79,195.61,unknown,RENT,48000,Not Verified,0,1,debt_consolidation,9.18,0,752,A
Fully Paid,6000,60 months,14.46,141.05,10 +,RENT,60000,Not Verified,0,1,debt_consolidation,24.91,0,692,D
Fully Paid,6000,36 months,8.88,190.47,More than 1,RENT,12000,Source Verified,0,1,car,5,0,717,B
Fully Paid,6000,36 months,5.42,180.96,10 +,MORTGAGE,98004,Verified,0,0,major_purchase,5.44,0,772,A
Fully Paid,22000,60 months,8.88,455.41,10 +,RENT,84000,Verified,0,0,debt_consolidation,9.59,0,737,B
Charged Off,14500,36 months,12.61,485.85,unknown,RENT,88113.63,Verified,0,1,debt_consolidation,19.87,0,692,C
Fully Paid,12000,60 months,13.72,277.49,3,MORTGAGE,40300,Not Verified,0,1,car,12.39,0,697,C
Fully Paid,9250,60 months,16.32,226.52,More than 1,RENT,19200,Source Verified,0,1,small_business,8.5,0,667,E
Fully Paid,6000,60 months,9.25,125.28,3,RENT,28800,Not Verified,0,0,major_purchase,10.54,0,797,B
Fully Paid,20000,36 months,9.25,638.33,4,RENT,72000,Verified,0,1,small_business,21.22,0,747,B
Fully Paid,4200,36 months,13.35,142.23,2,RENT,42000,Not Verified,0,1,major_purchase,18.8,0,677,C
Fully Paid,3500,36 months,9.25,111.71,10 +,MORTGAGE,90000,Not Verified,0,0,car,9.13,0,712,B
Fully Paid,12000,36 months,6.91,225.11,4,MORTGAGE,85000,Verified,0,1,debt_consolidation,22.57,0,717,A
Fully Paid,3300,60 months,12.61,74.43,More than 1,MORTGAGE,31000,Not Verified,0,1,major_purchase,20.36,0,702,C
Fully Paid,15000,36 months,13.35,507.95,10 +,RENT,60000,Source Verified,0,1,credit_card,14.54,0,692,C
Fully Paid,10800,36 months,10.36,350.32,2,RENT,56004,Not Verified,0,1,debt_consolidation,13.99,0,692,B
Charged Off,25000,36 months,15.2,869.09,3,MORTGAGE,134000,Source Verified,0,1,major_purchase,7.4,0,692,D
Fully Paid,6500,60 months,12.23,145.35,6,RENT,24500,Source Verified,0,0,debt_consolidation,22.68,0,712,C
Fully Paid,8000,36 months,13.72,272.34,More than 1,RENT,28800,Source Verified,0,1,debt_consolidation,6.75,0,667,C
Fully Paid,25000,60 months,13.72,578.09,4,OWN,63000,Verified,0,1,debt_consolidation,9.43,0,722,C
Fully Paid,25000,36 months,14.83,864.56,10 +,RENT,105996,Verified,0,1,debt_consolidation,16.28,0,702,D
Fully Paid,4000,36 months,5.79,121.31,2,RENT,42000,Source Verified,0,1,debt_consolidation,20,0,762,A
Fully Paid,15000,60 months,9.62,315.91,7,MORTGAGE,90000,Verified,0,1,home_improvement,7.95,0,767,B
Fully Paid,15000,60 months,16.69,370.3,4,RENT,30000,Source Verified,0,1,debt_consolidation,15.88,0,692,E
Fully Paid,4750,36 months,12.98,160.01,3,RENT,20400,Not Verified,0,1,debt_consolidation,23.29,0,692,C
Fully Paid,20000,36 months,6.17,131.15,10 +,MORTGAGE,81000,Verified,0,0,home_improvement,3.08,0,792,A
Fully Paid,9100,36 months,10.36,295.18,6,RENT,54996,Verified,0,1,debt_consolidation,17.94,0,697,B
Fully Paid,25000,36 months,15.2,869.09,10 +,RENT,170000,Verified,0,1,credit_card,6.47,0,687,D
Charged Off,7000,60 months,13.35,160.53,3,RENT,29550,Verified,0,1,credit_card,19.44,0,687,C
Fully Paid,12000,36 months,14.09,410.66,10 +,MORTGAGE,250000,Verified,0,0,debt_consolidation,6.67,0,672,D
Fully Paid,16000,36 months,6.91,300.66,10 +,MORTGAGE,70000,Verified,0,1,vacation,21.63,0,742,A
Charged Off,25000,60 months,13.35,573.32,6,MORTGAGE,96000,Verified,0,1,credit_card,15.55,0,747,C
Fully Paid,15000,60 months,10.36,208.89,3,RENT,24000,Source Verified,0,1,small_business,9.6,0,737,B
Fully Paid,22000,36 months,14.46,756.84,7,RENT,184992,Verified,0,1,house,22.43,0,687,D
Fully Paid,12000,36 months,6.54,239.98,2,MORTGAGE,55000,Not Verified,0,1,debt_consolidation,4.45,0,752,A
Fully Paid,3600,60 months,15.57,86.73,unknown,RENT,22200,Source Verified,0,1,major_purchase,21.46,0,667,D
Charged Off,4200,60 months,15.95,102.03,unknown,RENT,36000,Not Verified,0,1,debt_consolidation,19.78,0,667,E
Fully Paid,7000,36 months,6.91,215.86,3,RENT,55000,Not Verified,0,1,debt_consolidation,16.63,0,712,A
Fully Paid,7000,36 months,8.88,222.21,More than 1,RENT,52000,Not Verified,0,1,major_purchase,1.66,0,707,B
Fully Paid,11000,36 months,9.25,351.08,unknown,MORTGAGE,74256,Not Verified,0,0,debt_consolidation,16.87,1,712,B
Fully Paid,15000,36 months,9.62,481.34,2,MORTGAGE,57996,Not Verified,0,1,other,6.41,0,717,B
Fully Paid,1750,36 months,10.36,56.77,4,MORTGAGE,78000,Source Verified,0,1,home_improvement,14.63,1,682,B
Charged Off,16000,60 months,9.62,245.36,10 +,OWN,115000,Not Verified,0,1,debt_consolidation,16.53,0,757,B
Fully Paid,16000,60 months,10.36,241.57,2,RENT,23400,Verified,0,0,other,2.72,0,737,B
Fully Paid,4000,36 months,14.09,136.89,4,MORTGAGE,46002,Not Verified,0,1,debt_consolidation,22.8,0,662,D
Fully Paid,7750,36 months,14.83,268.02,2,RENT,19680,Not Verified,0,0,credit_card,13.41,0,662,D
Fully Paid,20000,60 months,15.57,481.81,unknown,RENT,130000,Source Verified,0,1,wedding,9.3,0,712,D
Fully Paid,8100,60 months,16.32,198.36,unknown,RENT,48500,Not Verified,0,0,debt_consolidation,16.92,0,662,E
Charged Off,8000,60 months,9.25,167.04,unknown,RENT,24000,Verified,0,0,debt_consolidation,19.9,0,752,B
Fully Paid,12000,36 months,5.42,268.43,More than 1,MORTGAGE,84000,Verified,0,1,car,4.66,0,802,A
Fully Paid,12000,36 months,12.61,402.08,More than 1,RENT,105000,Verified,0,0,credit_card,12.86,0,682,C
Fully Paid,7000,36 months,5.42,211.12,7,OWN,14400,Not Verified,0,1,credit_card,13.5,0,797,A
Charged Off,25000,60 months,16.32,612.22,5,MORTGAGE,110000,Source Verified,0,0,credit_card,14.23,0,712,E
Fully Paid,10000,36 months,5.42,301.6,6,MORTGAGE,46450,Not Verified,0,0,debt_consolidation,4.26,0,787,A
Fully Paid,4000,36 months,12.23,133.3,6,RENT,20000,Not Verified,0,1,debt_consolidation,13.86,0,697,C
Fully Paid,12000,60 months,9.62,252.73,4,RENT,39996,Not Verified,0,1,other,14.19,0,747,B
Fully Paid,3000,36 months,8.88,95.24,More than 1,RENT,67500,Source Verified,0,0,debt_consolidation,7.54,0,712,B
Fully Paid,4000,36 months,6.91,123.35,4,MORTGAGE,36000,Not Verified,0,0,debt_consolidation,2.77,0,737,A
Fully Paid,2400,36 months,9.25,76.6,5,RENT,30000,Not Verified,0,0,debt_consolidation,11.52,0,752,B
Charged Off,9000,36 months,14.46,309.62,3,RENT,62004,Not Verified,0,1,debt_consolidation,12.52,0,662,D
Fully Paid,2500,60 months,9.62,52.66,10 +,MORTGAGE,60000,Verified,0,0,debt_consolidation,20.74,0,747,B
Fully Paid,14000,36 months,6.17,265.35,2,MORTGAGE,100000,Not Verified,0,0,major_purchase,11.46,0,777,A
Fully Paid,16500,60 months,12.23,368.96,More than 1,MORTGAGE,70000,Source Verified,0,1,home_improvement,6.41,0,717,C
Fully Paid,10000,60 months,13.35,229.33,3,RENT,26000,Source Verified,0,1,debt_consolidation,18.09,0,697,C
